Sex, NAME     ,    LABEL
women, bord_03   , birth order number  
women, bord_04   , birth order number  
women, bord_05   , birth order number  
women, bord_06   , birth order number  
women, bord_07   , birth order number  
women, bord_08   , birth order number  
women, bord_09   , birth order number  
women, bord_10   , birth order number  
women, bord_11   , birth order number  
women, bord_12   , birth order number  
women, bord_13   , birth order number  
women, bord_14   , birth order number  
women, bord_15   , birth order number  
women, bord_16   , birth order number  
women, bord_17   , birth order number  
women, bord_18   , birth order number  
women, bord_19   , birth order number  
women, bord_20   , birth order number  
women, b0_01     , child is twin   
women, b0_02     , child is twin   
women, b0_03     , child is twin   
women, b0_04     , child is twin   
women, b0_05     , child is twin   
women, b0_06     , child is twin   
women, b0_07     , child is twin   
women, b0_08     , child is twin   
women, b0_09     , child is twin   
women, b0_10     , child is twin   
women, b0_11     , child is twin   
women, b0_12     , child is twin   
women, b0_13     , child is twin   
women, b0_14     , child is twin   
women, b0_15     , child is twin   
women, b0_16     , child is twin   
women, b0_17     , child is twin   
women, b0_18     , child is twin   
women, b0_19     , child is twin   
women, b0_20     , child is twin   
women, b1_01     , month of birth  
women, b1_02     , month of birth  
women, b1_03     , month of birth  
women, b1_04     , month of birth  
women, b1_05     , month of birth  
women, b1_06     , month of birth  
women, b1_07     , month of birth  
women, b1_08     , month of birth  
women, b1_09     , month of birth  
women, b1_10     , month of birth  
women, b1_11     , month of birth  
women, b1_12     , month of birth  
women, b1_13     , month of birth  
women, b1_14     , month of birth  
women, b1_15     , month of birth  
women, b1_16     , month of birth  
women, b1_17     , month of birth  
women, b1_18     , month of birth  
women, b1_19     , month of birth  
women, b1_20     , month of birth  
women, b2_01     , year of birth   
women, b2_02     , year of birth   
women, b2_03     , year of birth   
women, b2_04     , year of birth   
women, b2_05     , year of birth   
women, b2_06     , year of birth   
women, b2_07     , year of birth   
women, b2_08     , year of birth   
women, b2_09     , year of birth   
women, b2_10     , year of birth   
women, b2_11     , year of birth   
women, b2_12     , year of birth   
women, b2_13     , year of birth   
women, b2_14     , year of birth   
women, b2_15     , year of birth   
women, b2_16     , year of birth   
women, b2_17     , year of birth   
women, b2_18     , year of birth   
women, b2_19     , year of birth   
women, b2_20     , year of birth   
women, b3_01     , date of birth (cmc) 
women, b3_02     , date of birth (cmc) 
women, b3_03     , date of birth (cmc) 
women, b3_04     , date of birth (cmc) 
women, b3_05     , date of birth (cmc) 
women, b3_06     , date of birth (cmc) 
women, b3_07     , date of birth (cmc) 
women, b3_08     , date of birth (cmc) 
women, b3_09     , date of birth (cmc) 
women, b3_10     , date of birth (cmc) 
women, b3_11     , date of birth (cmc) 
women, b3_12     , date of birth (cmc) 
women, b3_13     , date of birth (cmc) 
women, b3_14     , date of birth (cmc) 
women, b3_15     , date of birth (cmc) 
women, b3_16     , date of birth (cmc) 
women, b3_17     , date of birth (cmc) 
women, b3_18     , date of birth (cmc) 
women, b3_19     , date of birth (cmc) 
women, b3_20     , date of birth (cmc) 
women, b4_01     , sex of child    
women, b4_02     , sex of child    
women, b4_03     , sex of child    
women, b4_04     , sex of child    
women, b4_05     , sex of child    
women, b4_06     , sex of child    
women, b4_07     , sex of child    
women, b4_08     , sex of child    
women, b4_09     , sex of child    
women, b4_10     , sex of child    
women, b4_11     , sex of child    
women, b4_12     , sex of child    
women, b4_13     , sex of child    
women, b4_14     , sex of child    
women, b4_15     , sex of child    
women, b4_16     , sex of child    
women, b4_17     , sex of child    
women, b4_18     , sex of child    
women, b4_19     , sex of child    
women, b4_20     , sex of child    
women, b5_01     , child is alive  
women, b5_02     , child is alive  
women, b5_03     , child is alive  
women, b5_04     , child is alive  
women, b5_05     , child is alive  
women, b5_06     , child is alive  
women, b5_07     , child is alive  
women, b5_08     , child is alive  
women, b5_09     , child is alive  
women, b5_10     , child is alive  
women, b5_11     , child is alive  
women, b5_12     , child is alive  
women, b5_13     , child is alive  
women, b5_14     , child is alive  
women, b5_15     , child is alive  
women, b5_16     , child is alive  
women, b5_17     , child is alive  
women, b5_18     , child is alive  
women, b5_19     , child is alive  
women, b5_20     , child is alive  
women, b6_01     , age at death    
women, b6_02     , age at death    
women, b6_03     , age at death    
women, b6_04     , age at death    
women, b6_05     , age at death    
women, b6_06     , age at death    
women, b6_07     , age at death    
women, b6_08     , age at death    
women, b6_09     , age at death    
women, b6_10     , age at death    
women, b6_11     , age at death    
women, b6_12     , age at death    
women, b6_13     , age at death    
women, b6_14     , age at death    
women, b6_15     , age at death    
women, b6_16     , age at death    
women, b6_17     , age at death    
women, b6_18     , age at death    
women, b6_19     , age at death    
women, b6_20     , age at death    
women, b7_01     , age at death (months-imputed)   
women, b7_02     , age at death (months-imputed)   
women, b7_03     , age at death (months-imputed)   
women, b7_04     , age at death (months-imputed)   
women, b7_05     , age at death (months-imputed)   
women, b7_06     , age at death (months-imputed)   
women, b7_07     , age at death (months-imputed)   
women, b7_08     , age at death (months-imputed)   
women, b7_09     , age at death (months-imputed)   
women, b7_10     , age at death (months-imputed)   
women, b7_11     , age at death (months-imputed)   
women, b7_12     , age at death (months-imputed)   
women, b7_13     , age at death (months-imputed)   
women, b7_14     , age at death (months-imputed)   
women, b7_15     , age at death (months-imputed)   
women, b7_16     , age at death (months-imputed)   
women, b7_17     , age at death (months-imputed)   
women, b7_18     , age at death (months-imputed)   
women, b7_19     , age at death (months-imputed)   
women, b7_20     , age at death (months-imputed)   
women, b8_01     , current age of child    
women, b8_02     , current age of child    
women, b8_03     , current age of child    
women, b8_04     , current age of child    
women, b8_05     , current age of child    
women, b8_06     , current age of child    
women, b8_07     , current age of child    
women, b8_08     , current age of child    
women, b8_09     , current age of child    
women, b8_10     , current age of child    
women, b8_11     , current age of child    
women, b8_12     , current age of child    
women, b8_13     , current age of child    
women, b8_14     , current age of child    
women, b8_15     , current age of child    
women, b8_16     , current age of child    
women, b8_17     , current age of child    
women, b8_18     , current age of child    
women, b8_19     , current age of child    
women, b8_20     , current age of child    
women, b9_01     , child lives with whom   
women, b9_02     , child lives with whom   
women, b9_03     , child lives with whom   
women, b9_04     , child lives with whom   
women, b9_05     , child lives with whom   
women, b9_06     , child lives with whom   
women, b9_07     , child lives with whom   
women, b9_08     , child lives with whom   
women, b9_09     , child lives with whom   
women, b9_10     , child lives with whom   
women, b9_11     , child lives with whom   
women, b9_12     , child lives with whom   
women, b9_13     , child lives with whom   
women, b9_14     , child lives with whom   
women, b9_15     , child lives with whom   
women, b9_16     , child lives with whom   
women, b9_17     , child lives with whom   
women, b9_18     , child lives with whom   
women, b9_19     , child lives with whom   
women, b9_20     , child lives with whom   
women, b10_01    , completeness of information 
women, b10_02    , completeness of information 
women, b10_03    , completeness of information 
women, b10_04    , completeness of information 
women, b10_05    , completeness of information 
women, b10_06    , completeness of information 
women, b10_07    , completeness of information 
women, b10_08    , completeness of information 
women, b10_09    , completeness of information 
women, b10_10    , completeness of information 
women, b10_11    , completeness of information 
women, b10_12    , completeness of information 
women, b10_13    , completeness of information 
women, b10_14    , completeness of information 
women, b10_15    , completeness of information 
women, b10_16    , completeness of information 
women, b10_17    , completeness of information 
women, b10_18    , completeness of information 
women, b10_19    , completeness of information 
women, b10_20    , completeness of information 
women, b11_01    , preceding birth interval    
women, b11_02    , preceding birth interval    
women, b11_03    , preceding birth interval    
women, b11_04    , preceding birth interval    
women, b11_05    , preceding birth interval    
women, b11_06    , preceding birth interval    
women, b11_07    , preceding birth interval    
women, b11_08    , preceding birth interval    
women, b11_09    , preceding birth interval    
women, b11_10    , preceding birth interval    
women, b11_11    , preceding birth interval    
women, b11_12    , preceding birth interval    
women, b11_13    , preceding birth interval    
women, b11_14    , preceding birth interval    
women, b11_15    , preceding birth interval    
women, b11_16    , preceding birth interval    
women, b11_17    , preceding birth interval    
women, b11_18    , preceding birth interval    
women, b11_19    , preceding birth interval    
women, b11_20    , preceding birth interval    
women, b12_01    , succeeding birth interval   
women, b12_02    , succeeding birth interval   
women, b12_03    , succeeding birth interval   
women, b12_04    , succeeding birth interval   
women, b12_05    , succeeding birth interval   
