"IndicatorId","Label","MeasurementType","Denominator"
"FP_KMTU_W_FLK","Knowledge of any folk method (sexually active unmarried women)","Percent","Sexually active unmarried women"
"FP_KMTU_W_TFK","Knowledge of any traditional or folk method (sexually active unmarried women)","Percent","Sexually active unmarried women"
"FP_KMTU_W_MNM","Mean number of contraceptive methods known (sexually active unmarried women)","Mean","Sexually active unmarried women"
"FP_KMTU_W_NUM","Number of sexually active unmarried women","Number","Sexually active unmarried women"
"FP_KMTU_W_UNW","Number of sexually active unmarried women (unweighted)","Number","Sexually active unmarried women"
"FP_KMTU_M_ANY","Knowledge of any method of contraception (sexually active unmmarried men)","Percent","Sexually active unmarried men"
"FP_KMTU_M_MOD","Knowledge of any modern method of contraception (sexually active unmmarried men)","Percent","Sexually active unmarried men"
"FP_KMTU_M_FST","Knowledge of female sterilization (sexually active unmmarried men)","Percent","Sexually active unmarried men"
"FP_KMTU_M_MST","Knowledge of male sterilization (sexually active unmmarried men)","Percent","Sexually active unmarried men"
"FP_KMTU_M_PIL","Knowledge of pill (sexually active unmmarried men)","Percent","Sexually active unmarried men"
"FP_KMTU_M_IUD","Knowledge of IUD (sexually active unmmarried men)","Percent","Sexually active unmarried men"
"FP_KMTU_M_INJ","Knowledge of injections (sexually active unmmarried men)","Percent","Sexually active unmarried men"
"FP_KMTU_M_DFJ","Knowledge of diaphragm, foam or jelly (sexually active unmmarried men)","Percent","Sexually active unmarried men"
"FP_KMTU_M_IMP","Knowledge of implants (sexually active unmmarried men)","Percent","Sexually active unmarried men"
"FP_KMTU_M_MCN","Knowledge of condom (sexually active unmmarried men)","Percent","Sexually active unmarried men"
"FP_KMTU_M_FCN","Knowledge of female condom (sexually active unmmarried men)","Percent","Sexually active unmarried men"
"FP_KMTU_M_LAM","Knowledge of lactational amenorrhea method (sexually active unmmarried men)","Percent","Sexually active unmarried men"
"FP_KMTU_M_EMC","Knowledge of emergency contraception (sexually active unmmarried men)","Percent","Sexually active unmarried men"
"FP_KMTU_M_DIA","Knowledge of diaphragm (sexually active unmmarried men)","Percent","Sexually active unmarried men"
"FP_KMTU_M_FOM","Knowledge of foam or jelly (sexually active unmmarried men)","Percent","Sexually active unmarried men"
"FP_KMTU_M_MPL","Knowledge of monthly pill (sexually active unmmarried men)","Percent","Sexually active unmarried men"
"FP_KMTU_M_STD","Knowledge of standard days method (sexually active unmmarried men)","Percent","Sexually active unmarried men"
"FP_KMTU_M_OMD","Knowledge of other modern methods (sexually active unmmarried men)","Percent","Sexually active unmarried men"
"FP_KMTU_M_TRA","Knowledge of any traditional method (sexually active unmmarried men)","Percent","Sexually active unmarried men"
"FP_KMTU_M_RHY","Knowledge of periodic abstinence (sexually active unmmarried men)","Percent","Sexually active unmarried men"
"FP_KMTU_M_WTH","Knowledge of withdrawal (sexually active unmmarried men)","Percent","Sexually active unmarried men"
"FP_KMTU_M_OTR","Knowledge of other traditional methods (sexually active unmmarried men)","Percent","Sexually active unmarried men"
"FP_KMTU_M_FLK","Knowledge of any folk method (sexually active unmmarried men)","Percent","Sexually active unmarried men"
"FP_KMTU_M_TFK","Knowledge of any traditional or folk method (sexually active unmmarried men)","Percent","Sexually active unmarried men"
"FP_KMTU_M_MNM","Mean number of methods known by sexually active unmarried men age 15-49","Mean","Sexually active unmarried men"
"FP_KMTU_M_NUM","Number of sexually active unmarried men 15-49","Number","Sexually active unmarried men"
"FP_KMTU_M_UNW","Number of sexually active unmarried men 15-49 (unweighted)","Number","Sexually active unmarried men"
"FP_KMTU_M_UN5","Number of sexually active unmarried men 15-54(59) (unweighted)","Number","Sexually active unmarried men"
"FP_KMET_W_ANY","Knowledge of any method of contraception [Women]","Percent","Currently married women"
"FP_KMET_W_MOD","Knowledge of any modern method of contraception amonth married women","Percent","Currently married women"
"FP_KMET_W_NUM","Number of married women","Number","Currently married women"
"FP_KMET_W_UNW","Number of married women (unweighted)","Number","Currently married women"
"FP_KMET_M_ANY","Knowledge of any method of contraception among married men","Percent","Currently married men 15-49"
"FP_KMET_M_MOD","Knowledge of any modern method of contraception amonth married men","Percent","Currently married men 15-49"
"FP_KMET_M_NUM","Number of married men","Number","Currently married men 15-49"
"FP_KMET_M_UNW","Number of married men (unweighted)","Number","Currently married men 15-49"
"FP_EVUA_W_ANY","Ever use of any method of contraception (all women)","Percent","All women"
"FP_EVUA_W_MOD","Ever use of any modern method of contraception (all women)","Percent","All women"
"FP_EVUA_W_FST","Knowledge of any method of contraception among married women","Percent","All women"
"FP_EVUA_W_MST","Ever use of male sterilization (all women)","Percent","All women"
"FP_EVUA_W_PIL","Ever use of pill (all women)","Percent","All women"
"FP_EVUA_W_IUD","Ever use of IUD (all women)","Percent","All women"
"FP_EVUA_W_INJ","Ever use of injections (all women)","Percent","All women"
"FP_EVUA_W_DFJ","Ever use of diaphragm, foam or jelly (all women)","Percent","All women"
"FP_EVUA_W_IMP","Ever use of implants (all women)","Percent","All women"
"FP_EVUA_W_MCN","Ever use of condom (all women)","Percent","All women"
"FP_EVUA_W_FCN","Ever use of female condom (all women)","Percent","All women"
"FP_EVUA_W_LAM","Ever use of lactational amenorrhea (all women)","Percent","All women"
"FP_EVUA_W_EMC","Ever use of emergency contraception (all women)","Percent","All women"
"FP_EVUA_W_DIA","Ever use of diaphragm (all women)","Percent","All women"
"FP_EVUA_W_FOM","Ever use of foam or jelly (all women)","Percent","All women"
"FP_EVUA_W_MPL","Ever use of monthly pill (all women)","Percent","All women"
"FP_EVUA_W_STD","Ever use of standard days method (all women)","Percent","All women"
"FP_EVUA_W_OMD","Ever use of other modern methods (all women)","Percent","All women"
"FP_EVUA_W_TRA","Ever use of any traditional method (all women)","Percent","All women"
"FP_EVUA_W_RHY","Ever use of periodic abstinence (all women)","Percent","All women"
"FP_EVUA_W_WTH","Ever use of withdrawal (all women)","Percent","All women"
"FP_EVUA_W_BRF","Ever use of breastfeeding (all women)","Percent","All women"
"FP_EVUA_W_OTR","Ever use of other traditional methods (all women)","Percent","All women"
"FP_EVUA_W_FLK","Ever use of any folk method (all women)","Percent","All women"
"FP_EVUA_W_TFK","Ever use of any traditional or folk method (all women)","Percent","All women"
"FP_EVUA_W_NUM","Number of women","Number","All women"
"FP_EVUA_W_UNW","Number of women (unweighted)","Number","All women"
"FP_EVUA_M_ANY","Ever use of any method of contraception (all men)","Percent","All men"
"FP_EVUA_M_MOD","Ever use of any modern method of contraception (all men)","Percent","All men"
"FP_EVUA_M_FST","Ever use of female sterilization (all men)","Percent","All men"
"FP_EVUA_M_MST","Ever use of male sterilization (all men)","Percent","All men"
"FP_EVUA_M_PIL","Ever use of pill (all men)","Percent","All men"
"FP_EVUA_M_IUD","Ever use of IUD (all men)","Percent","All men"
"FP_EVUA_M_INJ","Ever use of injections (all men)","Percent","All men"
"FP_EVUA_M_DFJ","Ever use of diaphragm, foam or jelly (all men)","Percent","All men"
"FP_EVUA_M_IMP","Ever use of implants (all men)","Percent","All men"
"FP_EVUA_M_MCN","Ever use of condom (all men)","Percent","All men"
"FP_EVUA_M_FCN","Ever use of female condom (all men)","Percent","All men"
"FP_EVUA_M_LAM","Ever use of lactational amenorrhea (all men)","Percent","All men"
"FP_EVUA_M_EMC","Ever use of emergency contraception (all men)","Percent","All men"
"FP_EVUA_M_DIA","Ever use of diaphragm (all men)","Percent","All men"
"FP_EVUA_M_FOM","Ever use of foam or jelly (all men)","Percent","All men"
"FP_EVUA_M_MPL","Ever use of monthly pill (all men)","Percent","All men"
"FP_EVUA_M_STD","Ever use of standard days method (all men)","Percent","All men"
"FP_EVUA_M_OMD","Ever use of other modern methods (all men)","Percent","All men"
"FP_EVUA_M_TRA","Ever use of any traditional method (all men)","Percent","All men"
"FP_EVUA_M_RHY","Ever use of periodic abstinence (all men)","Percent","All men"
"FP_EVUA_M_WTH","Ever use of withdrawal (all men)","Percent","All men"
"FP_EVUA_M_OTR","Ever use of other traditional methods (all men)","Percent","All men"
"FP_EVUA_M_FLK","Ever use of any folk method (all men)","Percent","All men"
"FP_EVUA_M_TFK","Ever use of any traditional or folk method (all men)","Percent","All men"
"FP_EVUA_M_NUM","Number of men","Number","All men"
"FP_EVUA_M_UNW","Number of men (unweighted)","Number","All men"
"FP_EVUM_W_ANY","Ever use of any method of contraception (married women)","Percent","Currently married women"
"FP_EVUM_W_MOD","Ever use of any modern method of contraception (married women)","Percent","Currently married women"
"FP_EVUM_W_FST","Ever use of female sterilization (married women)","Percent","Currently married women"
"FP_EVUM_W_MST","Ever use of male sterilization (married women)","Percent","Currently married women"
"FP_EVUM_W_PIL","Ever use of pill (married women)","Percent","Currently married women"
"FP_EVUM_W_IUD","Ever use of IUD (married women)","Percent","Currently married women"
"FP_EVUM_W_INJ","Ever use of injections (married women)","Percent","Currently married women"
"FP_EVUM_W_DFJ","Ever use of diaphragm, foam or jelly (married women)","Percent","Currently married women"
"FP_EVUM_W_IMP","Ever use of implants (married women)","Percent","Currently married women"
"FP_EVUM_W_MCN","Ever use of condom (married women)","Percent","Currently married women"
"FP_EVUM_W_FCN","Ever use of female condom (married women)","Percent","Currently married women"
"FP_EVUM_W_LAM","Ever use of lactational amenorrhea (married women)","Percent","Currently married women"
"FP_EVUM_W_EMC","Ever use of emergency contraception (married women)","Percent","Currently married women"
"FP_EVUM_W_DIA","Ever use of diaphragm (married women)","Percent","Currently married women"
"FP_EVUM_W_FOM","Ever use of foam or jelly (married women)","Percent","Currently married women"
"FP_EVUM_W_MPL","Ever use of monthly pill (married women)","Percent","Currently married women"
"FP_EVUM_W_STD","Ever use of standard days method (married women)","Percent","Currently married women"
"FP_EVUM_W_OMD","Ever use of other modern methods (married women)","Percent","Currently married women"
"FP_EVUM_W_TRA","Ever use of any traditional method (married women)","Percent","Currently married women"
"FP_EVUM_W_RHY","Ever use of periodic abstinence (married women)","Percent","Currently married women"
"FP_EVUM_W_WTH","Ever use of withdrawal (married women)","Percent","Currently married women"
"FP_EVUM_W_BRF","Ever use of breastfeeding (married women)","Percent","Currently married women"
"FP_EVUM_W_OTR","Ever use of other traditional methods (married women)","Percent","Currently married women"
"FP_EVUM_W_FLK","Ever use of any folk method (married women)","Percent","Currently married women"
"FP_EVUM_W_TFK","Ever use of any traditional or folk method (married women)","Percent","Currently married women"
"FP_EVUM_W_NUM","Number of married women","Number","Currently married women"
"FP_EVUM_W_UNW","Number of married women (unweighted)","Number","Currently married women"
"FP_EVUM_M_ANY","Ever use of any method of contraception (married men)","Percent","Currently married men"
"FP_EVUM_M_MOD","Ever use of any modern method of contraception (married men)","Percent","Currently married men"
"FP_EVUM_M_FST","Ever use of female sterilization (married men)","Percent","Currently married men"
"FP_EVUM_M_MST","Ever use of male sterilization (married men)","Percent","Currently married men"
"FP_EVUM_M_PIL","Ever use of pill (married men)","Percent","Currently married men"
"FP_EVUM_M_IUD","Ever use of IUD (married men)","Percent","Currently married men"
"FP_EVUM_M_INJ","Ever use of injections (married men)","Percent","Currently married men"
"FP_EVUM_M_DFJ","Ever use of diaphragm, foam or jelly (married men)","Percent","Currently married men"
"FP_EVUM_M_IMP","Ever use of implants (married men)","Percent","Currently married men"
"FP_EVUM_M_MCN","Ever use of condom (married men)","Percent","Currently married men"
"FP_EVUM_M_FCN","Ever use of female condom (married men)","Percent","Currently married men"
"FP_EVUM_M_LAM","Ever use of lactational amenorrhea (married men)","Percent","Currently married men"
"FP_EVUM_M_EMC","Ever use of emergency contraception (married men)","Percent","Currently married men"
"FP_EVUM_M_DIA","Ever use of diaphragm (married men)","Percent","Currently married men"
"FP_EVUM_M_FOM","Ever use of foam or jelly (married men)","Percent","Currently married men"
"FP_EVUM_M_MPL","Ever use of monthly pill (married men)","Percent","Currently married men"
"FP_EVUM_M_STD","Ever use of standard days method (married men)","Percent","Currently married men"
