NAME      , LABEL
m10_1     , time wanted pregnancy   
m10_2     , time wanted pregnancy   
m10_3     , time wanted pregnancy   
m10_4     , time wanted pregnancy   
m10_5     , time wanted pregnancy   
m10_6     , time wanted pregnancy   
m11_1     , time would have waited  
m11_2     , time would have waited  
m11_3     , time would have waited  
m11_4     , time would have waited  
m11_5     , time would have waited  
m11_6     , time would have waited  
m13_1     , timing of 1st antenatal check   
m13_2     , timing of 1st antenatal check   
m13_3     , timing of 1st antenatal check   
m13_4     , timing of 1st antenatal check   
m13_5     , timing of 1st antenatal check   
m13_6     , timing of 1st antenatal check   
m14_1     , antenatal visits for pregnancy  
m14_2     , antenatal visits for pregnancy  
m14_3     , antenatal visits for pregnancy  
m14_4     , antenatal visits for pregnancy  
m14_5     , antenatal visits for pregnancy  
m14_6     , antenatal visits for pregnancy  
m15_1     , place of delivery   
m15_2     , place of delivery   
m15_3     , place of delivery   
m15_4     , place of delivery   
m15_5     , place of delivery   
m15_6     , place of delivery   
m17_1     , delivery by caesarian section   
m17_2     , delivery by caesarian section   
m17_3     , delivery by caesarian section   
m17_4     , delivery by caesarian section   
m17_5     , delivery by caesarian section   
m17_6     , delivery by caesarian section   
m18_1     , size of child at birth  
m18_2     , size of child at birth  
m18_3     , size of child at birth  
m18_4     , size of child at birth  
m18_5     , size of child at birth  
m18_6     , size of child at birth  
m19_1     , birth weight (kilos - 3 dec.)   
m19_2     , birth weight (kilos - 3 dec.)   
m19_3     , birth weight (kilos - 3 dec.)   
m19_4     , birth weight (kilos - 3 dec.)   
m19_5     , birth weight (kilos - 3 dec.)   
m19_6     , birth weight (kilos - 3 dec.)   
m19a_1    , weight at birth recall  
m19a_2    , weight at birth recall  
m19a_3    , weight at birth recall  
m19a_4    , weight at birth recall  
m19a_5    , weight at birth recall  
m19a_6    , weight at birth recall  
m27_1     , flag for breastfeeding  
m27_2     , flag for breastfeeding  
m27_3     , flag for breastfeeding  
m27_4     , flag for breastfeeding  
m27_5     , flag for breastfeeding  
m27_6     , flag for breastfeeding  
m28_1     , flag for amenorrhea 
m28_2     , flag for amenorrhea 
m28_3     , flag for amenorrhea 
m28_4     , flag for amenorrhea 
m28_5     , flag for amenorrhea 
m28_6     , flag for amenorrhea 
m29_1     , flag for abstinence 
m29_2     , flag for abstinence 
m29_3     , flag for abstinence 
m29_4     , flag for abstinence 
m29_5     , flag for abstinence 
m29_6     , flag for abstinence 
m34_1     , when child put to breast    
m34_2     , when child put to breast    
m34_3     , when child put to breast    
m34_4     , when child put to breast    
m34_5     , when child put to breast    
m34_6     , when child put to breast    
m35_1     , times breastfed during night    
m35_2     , times breastfed during night    
m35_3     , times breastfed during night    
m35_4     , times breastfed during night    
m35_5     , times breastfed during night    
m35_6     , times breastfed during night    
m36_1     , times breastfed during day  
m36_2     , times breastfed during day  
m36_3     , times breastfed during day  
m36_4     , times breastfed during day  
m36_5     , times breastfed during day  
m36_6     , times breastfed during day  
m38_1     , drank from bottle with nipple   
m38_2     , drank from bottle with nipple   
m38_3     , drank from bottle with nipple   
m38_4     , drank from bottle with nipple   
m38_5     , drank from bottle with nipple   
m38_6     , drank from bottle with nipple   
m39_1     , times ate soli/ semi-solid or soft food yesterday  
m39_2     , times ate soli/ semi-solid or soft food yesterday  
m39_3     , times ate soli/ semi-solid or soft food yesterday  
m39_4     , times ate soli/ semi-solid or soft food yesterday  
m39_5     , times ate soli/ semi-solid or soft food yesterday  
m39_6     , times ate soli/ semi-solid or soft food yesterday  
m42a_1    , during pregnancy - weighed  
m42a_2    , during pregnancy - weighed  
m42a_3    , during pregnancy - weighed  
m42a_4    , during pregnancy - weighed  
m42a_5    , during pregnancy - weighed  
m42a_6    , during pregnancy - weighed  
m42b_1    , during pregnancy - height measured  
m42b_2    , during pregnancy - height measured  
m42b_3    , during pregnancy - height measured  
m42b_4    , during pregnancy - height measured  
m42b_5    , during pregnancy - height measured  
m42b_6    , during pregnancy - height measured  
m42c_1    , during pregnancy - blood pressure taken 
m42c_2    , during pregnancy - blood pressure taken 
m42c_3    , during pregnancy - blood pressure taken 
m42c_4    , during pregnancy - blood pressure taken 
m42c_5    , during pregnancy - blood pressure taken 
m42c_6    , during pregnancy - blood pressure taken 
m42d_1    , during pregnancy - urine sample taken   
m42d_2    , during pregnancy - urine sample taken   
m42d_3    , during pregnancy - urine sample taken   
m42d_4    , during pregnancy - urine sample taken   
m42d_5    , during pregnancy - urine sample taken   
m42d_6    , during pregnancy - urine sample taken   
m42e_1    , during pregnancy - blood sample taken   
m42e_2    , during pregnancy - blood sample taken   
m42e_3    , during pregnancy - blood sample taken   
m42e_4    , during pregnancy - blood sample taken   
m42e_5    , during pregnancy - blood sample taken   
m42e_6    , during pregnancy - blood sample taken   
m43_1     , told about pregnancy complications  
m43_2     , told about pregnancy complications  
m43_3     , told about pregnancy complications  
m43_4     , told about pregnancy complications  
m43_5     , told about pregnancy complications  
m43_6     , told about pregnancy complications  
m44_1     , told where to go for pregnancy complications    
m44_2     , told where to go for pregnancy complications    
m44_3     , told where to go for pregnancy complications    
m44_4     , told where to go for pregnancy complications    
m44_5     , told where to go for pregnancy complications    
m44_6     , told where to go for pregnancy complications    
m45_1     , during preganc/ given or bought iron tablets/syrup 
m45_2     , during preganc/ given or bought iron tablets/syrup 
m45_3     , during preganc/ given or bought iron tablets/syrup 
m45_4     , during preganc/ given or bought iron tablets/syrup 
m45_5     , during preganc/ given or bought iron tablets/syrup 
m45_6     , during preganc/ given or bought iron tablets/syrup 
m46_1     , days tablets or syrup taken 
m46_2     , days tablets or syrup taken 
m46_3     , days tablets or syrup taken 
m46_4     , days tablets or syrup taken 
m46_5     , days tablets or syrup taken 
m46_6     , days tablets or syrup taken 
m47_1     , during pregnanc/ had difficulty with daylight vision   
m47_2     , during pregnanc/ had difficulty with daylight vision   
m47_3     , during pregnanc/ had difficulty with daylight vision   
m47_4     , during pregnanc/ had difficulty with daylight vision   
m47_5     , during pregnanc/ had difficulty with daylight vision   
m47_6     , during pregnanc/ had difficulty with daylight vision   
m48_1     , during pregnanc/ had difficulty with night blindness   
m48_2     , during pregnanc/ had difficulty with night blindness   
m48_3     , during pregnanc/ had difficulty with night blindness   
m48_4     , during pregnanc/ had difficulty with night blindness   
m48_5     , during pregnanc/ had difficulty with night blindness   
m48_6     , during pregnanc/ had difficulty with night blindness   
m49a_1    , during pregnancy - took fansidar for malaria    
m49a_2    , during pregnancy - took fansidar for malaria    
m49a_3    , during pregnancy - took fansidar for malaria    
m49a_4    , during pregnancy - took fansidar for malaria    
m49a_5    , during pregnancy - took fansidar for malaria    
m49a_6    , during pregnancy - took fansidar for malaria    
m49b_1    , during pregnancy - took chloroquine for malaria 
m49b_2    , during pregnancy - took chloroquine for malaria 
m49b_3    , during pregnancy - took chloroquine for malaria 
m49b_4    , during pregnancy - took chloroquine for malaria 
m49b_5    , during pregnancy - took chloroquine for malaria 
m49b_6    , during pregnancy - took chloroquine for malaria 
m49c_1    , during pregnancy - took unknown drug for malaria    
m49c_2    , during pregnancy - took unknown drug for malaria    
m49c_3    , during pregnancy - took unknown drug for malaria    
m49c_4    , during pregnancy - took unknown drug for malaria    
